PC1,PC2
1.5701096104443346,-0.9641455526348685
1.4535325737462004,-0.7782975951636987
1.494553610609286,-0.834380552731977
1.561625436524964,-0.9587494995135983
1.5534499527029073,-0.944555261759782
1.6456514907360362,-1.1184177984228183
1.6062601096516538,-1.046552940333941
1.63079559966957,-1.0928799169345844
1.5950794384817846,-1.0225346916866556
1.6439018333453244,-1.1180038932711247
1.5519099536456955,-0.9401321305506692
1.5821781272453572,-0.9985690803958881
1.5676453825792334,-0.9717629194902168
1.5683725734687188,-0.9496873077831738
1.6504537096265994,-1.1111457627617023
1.6308640649472705,-1.0950363089081852
1.397956958442625,-0.6855110270539346
1.5560725051272553,-0.990873436159915
1.5311746499099104,-0.9622856506205181
1.561510213889771,-1.0089929511450078
1.5628806536140185,-0.995557311860925
1.4732367341779713,-0.7938004653074199
1.407965755328875,-0.7294942887576401
1.4682446925849244,-0.7916304538378516
1.482447411037556,-0.7842674553893193
1.3461338646826708,-0.6735924923517529
1.4564577956574487,-0.8649513571974252
1.4359202261824335,-0.8664556199793563
1.6734144961356563,-1.0258577426568138
1.6150271379892571,-0.9463308587082315
1.5609203937699294,-0.8990263871182573
1.5725298733167203,-0.9163935195570772
1.4163839928131745,-0.8387174889254169
1.445949719584494,-0.867455415794025
1.4500576523426012,-0.8382349273274807
1.4421226429125373,-0.8706611003955416
1.5654502809943676,-0.8691314236912858
1.4935610118411249,-0.9266007977277713
1.5669528645570685,-0.897619642086483
1.6336330998359725,-1.0185813606994967
1.5411389157471165,-0.9104360959668806
1.4988148118025877,-0.8828756222481121
1.540573677759304,-0.9485428406158227
1.451972217362397,-0.8352435670674403
1.51976762204266,-0.9490382246654928
1.4671307209947027,-0.7457145582734318
1.3885094217749434,-0.7848667991657439
1.470789922920327,-0.9075689102642903
1.5302715171605876,-0.8917079196525455
1.4038016159303581,-0.8279754927331893
1.4374474049116566,-0.8084329761611506
1.3887739210033514,-0.8086209307571445
1.5328279913529974,-0.9079518884321899
1.504933846830044,-0.8585583166456416
1.5330584361622486,-0.9551604287062967
1.5012891159269937,-0.8421268404139108
1.5414054646949988,-0.9294593867308912
1.5540760779189062,-0.950599848352111
1.502375546505975,-0.8639486721422496
1.5210723989900239,-0.8794945087744451
1.4884561252903672,-0.9402999447916999
1.4713792315460248,-0.9267944448900132
1.4284957200163926,-0.9242209779358799
1.5211488455727504,-0.8813959820878219
1.2880026444214627,-0.6475147107885992
1.4290929701123638,-0.869214811323229
1.5163946818392842,-0.9005865423846277
1.3749743222395832,-0.7424346765703631
1.488275841205001,-0.8995344587629782
1.4860658033886647,-0.8933572968940864
1.583843191301691,-0.94783344904617
1.452181076506009,-0.7824521544773583
1.5342830644214396,-0.9498145652276203
1.4892258634669462,-0.8429051548604996
1.535046785449195,-0.9370080326340156
1.515296171084358,-0.9503238153141605
1.460816500292017,-0.8617207828109542
1.4077032334044386,-0.7387736710180499
1.5163181901196712,-0.8257411639206442
1.5703436663771435,-0.890214877310544
1.5907460761939438,-0.9776349866512156
1.569016123631629,-0.9322971473581275
1.5619084392814626,-0.8894394196494481
1.560438948621772,-0.8786681100033578
1.561623129598673,-0.9576233855897651
1.5957596671578773,-0.9739395231216136
1.6111297325263,-0.9710483239028704
1.4882745588725936,-0.9343017962940707
1.5779139405933318,-0.9177653909207767
1.5136595505552664,-0.8751315611512134
1.4465803537417752,-0.8839756117343548
1.5724584609465038,-0.9264482636514855
1.534323565988145,-0.956640106581375
1.5772121441051938,-0.9777382615641631
1.5605552797318203,-0.9583550813263019
1.5791126891468588,-0.9519679250076477
